Year,Cause,Age_Range,ISO_Code,Sex,Deaths,Age_and_Sex_Population,Country
2018,Mental and behavioural disorders due to psychoactive substance use,80-84,PHL,Female,0,339310.2033,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,85-89,PHL,Female,2,NA,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,90-94,PHL,Female,0,NA,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,95+,PHL,Female,0,NA,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,All,PHL,Female,20,52313712,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,Unknown,PHL,Female,0,0,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,0,PHL,Male,0,1088510.597,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,1,PHL,Male,0,1094705.712,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,14-Oct,PHL,Male,0,5503970,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,15-19,PHL,Male,2,5258757,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,2,PHL,Male,0,1147787.818,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,20-24,PHL,Male,8,4922585,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,25-29,PHL,Male,7,4497398,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,3,PHL,Male,0,1171677.859,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,30-34,PHL,Male,18,4045699,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,35-39,PHL,Male,38,3633188,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,4,PHL,Male,0,1166533.014,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,40-44,PHL,Male,39,3159225,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,45-49,PHL,Male,43,2838969,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,9-May,PHL,Male,0,5676059,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,50-54,PHL,Male,40,2391483,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,55-59,PHL,Male,40,1971142,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,60-64,PHL,Male,39,1500205,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,65-69,PHL,Male,31,1036856,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,70-74,PHL,Male,13,637511,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,75-79,PHL,Male,9,393646,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,80-84,PHL,Male,7,192902.3092,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,85-89,PHL,Male,3,NA,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,90-94,PHL,Male,0,NA,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,95+,PHL,Male,0,NA,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,All,PHL,Male,337,53441468,Philippines
2018,Mental and behavioural disorders due to psychoactive substance use,Unknown,PHL,Male,0,0,Philippines
2019,Intentional self-harm,0,PHL,Female,0,1024273.061,Philippines
2019,Intentional self-harm,1,PHL,Female,0,1033342.171,Philippines
2019,Intentional self-harm,14-Oct,PHL,Female,42,5220178,Philippines
2019,Intentional self-harm,15-19,PHL,Female,169,5054786,Philippines
2019,Intentional self-harm,2,PHL,Female,0,1082663.245,Philippines
2019,Intentional self-harm,20-24,PHL,Female,87,4756219,Philippines
2019,Intentional self-harm,25-29,PHL,Female,70,4370198,Philippines
2019,Intentional self-harm,3,PHL,Female,0,1103304.251,Philippines
2019,Intentional self-harm,30-34,PHL,Female,27,3970910,Philippines
2019,Intentional self-harm,35-39,PHL,Female,48,3561647,Philippines
2019,Intentional self-harm,4,PHL,Female,0,1097912.271,Philippines
2019,Intentional self-harm,40-44,PHL,Female,34,3111609,Philippines
2019,Intentional self-harm,45-49,PHL,Female,26,2824208,Philippines
2019,Intentional self-harm,9-May,PHL,Female,0,5358878,Philippines
2019,Intentional self-harm,50-54,PHL,Female,21,2426755,Philippines
2019,Intentional self-harm,55-59,PHL,Female,25,2073827,Philippines
2019,Intentional self-harm,60-64,PHL,Female,13,1672417,Philippines
2019,Intentional self-harm,65-69,PHL,Female,12,1261384,Philippines
2019,Intentional self-harm,70-74,PHL,Female,12,868564,Philippines
2019,Intentional self-harm,75-79,PHL,Female,12,612807,Philippines
2019,Intentional self-harm,80-84,PHL,Female,0,350679.6938,Philippines
2019,Intentional self-harm,85-89,PHL,Female,1,NA,Philippines
2019,Intentional self-harm,90-94,PHL,Female,0,NA,Philippines
2019,Intentional self-harm,95+,PHL,Female,0,NA,Philippines
2019,Intentional self-harm,All,PHL,Female,599,53086845,Philippines
2019,Intentional self-harm,Unknown,PHL,Female,0,0,Philippines
2019,Intentional self-harm,0,PHL,Male,0,1092236.015,Philippines
2019,Intentional self-harm,1,PHL,Male,0,1098454.328,Philippines
2019,Intentional self-harm,14-Oct,PHL,Male,72,5530663,Philippines
2019,Intentional self-harm,15-19,PHL,Male,293,5270955,Philippines
2019,Intentional self-harm,2,PHL,Male,0,1151722.748,Philippines
2019,Intentional self-harm,20-24,PHL,Male,334,4960167,Philippines
2019,Intentional self-harm,25-29,PHL,Male,289,4577286,Philippines
2019,Intentional self-harm,3,PHL,Male,0,1175697.818,Philippines
2019,Intentional self-harm,30-34,PHL,Male,242,4142232,Philippines
2019,Intentional self-harm,35-39,PHL,Male,206,3693552,Philippines
2019,Intentional self-harm,4,PHL,Male,0,1170544.09,Philippines
2019,Intentional self-harm,40-44,PHL,Male,173,3212507,Philippines
2019,Intentional self-harm,45-49,PHL,Male,155,2890842,Philippines
2019,Intentional self-harm,9-May,PHL,Male,1,5695661,Philippines
2019,Intentional self-harm,50-54,PHL,Male,123,2445928,Philippines
2019,Intentional self-harm,55-59,PHL,Male,101,2033921,Philippines
2019,Intentional self-harm,60-64,PHL,Male,87,1559678,Philippines
2019,Intentional self-harm,65-69,PHL,Male,42,1091407,Philippines
2019,Intentional self-harm,70-74,PHL,Male,46,676996,Philippines
2019,Intentional self-harm,75-79,PHL,Male,22,412566,Philippines
2019,Intentional self-harm,80-84,PHL,Male,13,200938.2219,Philippines
2019,Intentional self-harm,85-89,PHL,Male,7,NA,Philippines
2019,Intentional self-harm,90-94,PHL,Male,0,NA,Philippines
2019,Intentional self-harm,95+,PHL,Male,0,NA,Philippines
2019,Intentional self-harm,All,PHL,Male,2209,54201305,Philippines
2019,Intentional self-harm,Unknown,PHL,Male,3,0,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,0,PHL,Female,0,1024273.061,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,1,PHL,Female,1,1033342.171,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,14-Oct,PHL,Female,0,5220178,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,15-19,PHL,Female,1,5054786,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,2,PHL,Female,0,1082663.245,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,20-24,PHL,Female,0,4756219,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,25-29,PHL,Female,1,4370198,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,3,PHL,Female,0,1103304.251,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,30-34,PHL,Female,0,3970910,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,35-39,PHL,Female,1,3561647,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,4,PHL,Female,0,1097912.271,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,40-44,PHL,Female,1,3111609,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,45-49,PHL,Female,2,2824208,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,9-May,PHL,Female,0,5358878,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,50-54,PHL,Female,2,2426755,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,55-59,PHL,Female,4,2073827,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,60-64,PHL,Female,3,1672417,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,65-69,PHL,Female,1,1261384,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,70-74,PHL,Female,5,868564,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,75-79,PHL,Female,1,612807,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,80-84,PHL,Female,0,350679.6938,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,85-89,PHL,Female,2,NA,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,90-94,PHL,Female,0,NA,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,95+,PHL,Female,0,NA,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,All,PHL,Female,25,53086845,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,Unknown,PHL,Female,0,0,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,0,PHL,Male,0,1092236.015,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,1,PHL,Male,0,1098454.328,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,14-Oct,PHL,Male,1,5530663,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,15-19,PHL,Male,1,5270955,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,2,PHL,Male,0,1151722.748,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,20-24,PHL,Male,4,4960167,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,25-29,PHL,Male,14,4577286,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,3,PHL,Male,0,1175697.818,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,30-34,PHL,Male,22,4142232,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,35-39,PHL,Male,38,3693552,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,4,PHL,Male,0,1170544.09,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,40-44,PHL,Male,39,3212507,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,45-49,PHL,Male,36,2890842,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,9-May,PHL,Male,1,5695661,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,50-54,PHL,Male,37,2445928,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,55-59,PHL,Male,37,2033921,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,60-64,PHL,Male,37,1559678,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,65-69,PHL,Male,28,1091407,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,70-74,PHL,Male,17,676996,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,75-79,PHL,Male,22,412566,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,80-84,PHL,Male,3,200938.2219,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,85-89,PHL,Male,5,NA,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,90-94,PHL,Male,0,NA,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,95+,PHL,Male,0,NA,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,All,PHL,Male,342,54201305,Philippines
2019,Mental and behavioural disorders due to psychoactive substance use,Unknown,PHL,Male,0,0,Philippines
2017,Intentional self-harm,0,QAT,Female,0,13561,Qatar
2017,Intentional self-harm,1,QAT,Female,0,14302,Qatar
2017,Intentional self-harm,14-Oct,QAT,Female,0,49670,Qatar
2017,Intentional self-harm,15-19,QAT,Female,0,36041,Qatar
2017,Intentional self-harm,2,QAT,Female,0,14476,Qatar
2017,Intentional self-harm,20-24,QAT,Female,0,47023,Qatar
2017,Intentional self-harm,25-29,QAT,Female,2,92780,Qatar
2017,Intentional self-harm,3,QAT,Female,0,14557,Qatar
2017,Intentional self-harm,30-34,QAT,Female,3,95603,Qatar
2017,Intentional self-harm,35-39,QAT,Female,0,76365,Qatar
2017,Intentional self-harm,4,QAT,Female,0,14110,Qatar
2017,Intentional self-harm,40-44,QAT,Female,0,52592,Qatar
2017,Intentional self-harm,45-49,QAT,Female,0,34966,Qatar
2017,Intentional self-harm,9-May,QAT,Female,0,63477,Qatar
2017,Intentional self-harm,50-54,QAT,Female,0,23409,Qatar
2017,Intentional self-harm,55-59,QAT,Female,0,15351,Qatar
2017,Intentional self-harm,60-64,QAT,Female,0,9169,Qatar
2017,Intentional self-harm,65-69,QAT,Female,0,4708,Qatar
2017,Intentional self-harm,70-74,QAT,Female,0,2984,Qatar
2017,Intentional self-harm,75-79,QAT,Female,0,NA,Qatar
2017,Intentional self-harm,80-84,QAT,Female,0,NA,Qatar
2017,Intentional self-harm,85+,QAT,Female,0,NA,Qatar
2017,Intentional self-harm,All,QAT,Female,5,678559,Qatar
2017,Intentional self-harm,Unknown,QAT,Female,0,0,Qatar
2017,Intentional self-harm,0,QAT,Male,0,13992,Qatar
2017,Intentional self-harm,1,QAT,Male,0,14560,Qatar
2017,Intentional self-harm,14-Oct,QAT,Male,0,50830,Qatar
2017,Intentional self-harm,15-19,QAT,Male,0,56516,Qatar
2017,Intentional self-harm,2,QAT,Male,0,14984,Qatar
2017,Intentional self-harm,20-24,QAT,Male,12,237357,Qatar
2017,Intentional self-harm,25-29,QAT,Male,17,389213,Qatar
2017,Intentional self-harm,3,QAT,Male,0,14686,Qatar
2017,Intentional self-harm,30-34,QAT,Male,2,361510,Qatar
2017,Intentional self-harm,35-39,QAT,Male,3,271350,Qatar
2017,Intentional self-harm,4,QAT,Male,0,14645,Qatar
2017,Intentional self-harm,40-44,QAT,Male,5,204770,Qatar
2017,Intentional self-harm,45-49,QAT,Male,5,144520,Qatar
2017,Intentional self-harm,9-May,QAT,Male,0,64510,Qatar
2017,Intentional self-harm,50-54,QAT,Male,1,89760,Qatar
2017,Intentional self-harm,55-59,QAT,Male,2,58221,Qatar
2017,Intentional self-harm,60-64,QAT,Male,2,25299,Qatar
2017,Intentional self-harm,65-69,QAT,Male,0,10862,Qatar
2017,Intentional self-harm,70-74,QAT,Male,0,4452,Qatar
2017,Intentional self-harm,75-79,QAT,Male,0,NA,Qatar
2017,Intentional self-harm,80-84,QAT,Male,0,NA,Qatar
2017,Intentional self-harm,85+,QAT,Male,0,NA,Qatar
2017,Intentional self-harm,All,QAT,Male,49,2046047,Qatar
2017,Intentional self-harm,Unknown,QAT,Male,0,0,Qatar
2019,Intentional self-harm,0,QAT,Female,0,13409,Qatar
2019,Intentional self-harm,1,QAT,Female,0,14254,Qatar
2019,Intentional self-harm,14-Oct,QAT,Female,0,54291,Qatar
2019,Intentional self-harm,15-19,QAT,Female,0,38313,Qatar
2019,Intentional self-harm,2,QAT,Female,0,14583,Qatar
2019,Intentional self-harm,20-24,QAT,Female,0,44382,Qatar
2019,Intentional self-harm,25-29,QAT,Female,2,92515,Qatar
2019,Intentional self-harm,3,QAT,Female,0,14680,Qatar
2019,Intentional self-harm,30-34,QAT,Female,2,109435,Qatar
2019,Intentional self-harm,35-39,QAT,Female,0,89034,Qatar
2019,Intentional self-harm,4,QAT,Female,0,14798,Qatar
2019,Intentional self-harm,40-44,QAT,Female,1,62490,Qatar
2019,Intentional self-harm,45-49,QAT,Female,1,39577,Qatar
2019,Intentional self-harm,9-May,QAT,Female,0,69267,Qatar
2019,Intentional self-harm,50-54,QAT,Female,0,25298,Qatar
2019,Intentional self-harm,55-59,QAT,Female,0,16530,Qatar
2019,Intentional self-harm,60-64,QAT,Female,0,9875,Qatar
2019,Intentional self-harm,65-69,QAT,Female,0,5365,Qatar
2019,Intentional self-harm,70-74,QAT,Female,0,3154,Qatar
2019,Intentional self-harm,75-79,QAT,Female,0,NA,Qatar
2019,Intentional self-harm,80-84,QAT,Female,0,NA,Qatar
2019,Intentional self-harm,85+,QAT,Female,0,NA,Qatar
2019,Intentional self-harm,All,QAT,Female,6,734926,Qatar
2019,Intentional self-harm,Unknown,QAT,Female,0,0,Qatar
2019,Intentional self-harm,0,QAT,Male,0,14186,Qatar
2019,Intentional self-harm,1,QAT,Male,0,14867,Qatar
2019,Intentional self-harm,14-Oct,QAT,Male,0,56637,Qatar
2019,Intentional self-harm,15-19,QAT,Male,0,47897,Qatar
2019,Intentional self-harm,2,QAT,Male,0,15043,Qatar
2019,Intentional self-harm,20-24,QAT,Male,11,205862,Qatar
2019,Intentional self-harm,25-29,QAT,Male,12,352616,Qatar
2019,Intentional self-harm,3,QAT,Male,0,15248,Qatar
2019,Intentional self-harm,30-34,QAT,Male,17,393644,Qatar
2019,Intentional self-harm,35-39,QAT,Male,5,319713,Qatar
2019,Intentional self-harm,4,QAT,Male,0,15558,Qatar
2019,Intentional self-harm,40-44,QAT,Male,6,211372,Qatar
2019,Intentional self-harm,45-49,QAT,Male,3,145216,Qatar
2019,Intentional self-harm,9-May,QAT,Male,0,71614,Qatar
2019,Intentional self-harm,50-54,QAT,Male,2,86415,Qatar
2019,Intentional self-harm,55-59,QAT,Male,1,51306,Qatar
2019,Intentional self-harm,60-64,QAT,Male,0,26902,Qatar
2019,Intentional self-harm,65-69,QAT,Male,0,10744,Qatar
2019,Intentional self-harm,70-74,QAT,Male,0,4905,Qatar
2019,Intentional self-harm,75-79,QAT,Male,0,NA,Qatar
2019,Intentional self-harm,80-84,QAT,Male,0,NA,Qatar
2019,Intentional self-harm,85+,QAT,Male,0,NA,Qatar
2019,Intentional self-harm,All,QAT,Male,57,2064276,Qatar
2019,Intentional self-harm,Unknown,QAT,Male,0,0,Qatar
2020,Intentional self-harm,0,QAT,Female,0,15076,Qatar
2020,Intentional self-harm,1,QAT,Female,0,15455,Qatar
2020,Intentional self-harm,14-Oct,QAT,Female,0,62600,Qatar
2020,Intentional self-harm,15-19,QAT,Female,0,46157,Qatar
2020,Intentional self-harm,2,QAT,Female,0,15904,Qatar
2020,Intentional self-harm,20-24,QAT,Female,1,46270,Qatar
2020,Intentional self-harm,25-29,QAT,Female,1,90949,Qatar
2020,Intentional self-harm,3,QAT,Female,0,16256,Qatar
2020,Intentional self-harm,30-34,QAT,Female,3,116632,Qatar
2020,Intentional self-harm,35-39,QAT,Female,2,97794,Qatar
2020,Intentional self-harm,4,QAT,Female,0,16304,Qatar
2020,Intentional self-harm,40-44,QAT,Female,1,72093,Qatar
2020,Intentional self-harm,45-49,QAT,Female,0,45726,Qatar
2020,Intentional self-harm,9-May,QAT,Female,0,77287,Qatar
2020,Intentional self-harm,50-54,QAT,Female,0,29569,Qatar
2020,Intentional self-harm,55-59,QAT,Female,0,18559,Qatar
2020,Intentional self-harm,60-64,QAT,Female,0,11698,Qatar
2020,Intentional self-harm,65-69,QAT,Female,0,6246,Qatar
2020,Intentional self-harm,70-74,QAT,Female,0,3370,Qatar
2020,Intentional self-harm,75+,QAT,Female,0,3837,Qatar
2020,Intentional self-harm,All,QAT,Female,8,807782,Qatar
2020,Intentional self-harm,Unknown,QAT,Female,0,0,Qatar
2020,Intentional self-harm,0,QAT,Male,0,15708,Qatar
2020,Intentional self-harm,1,QAT,Male,0,16176,Qatar
2020,Intentional self-harm,14-Oct,QAT,Male,0,65498,Qatar
2020,Intentional self-harm,15-19,QAT,Male,0,50397,Qatar
2020,Intentional self-harm,2,QAT,Male,0,16431,Qatar
2020,Intentional self-harm,20-24,QAT,Male,10,156725,Qatar
2020,Intentional self-harm,25-29,QAT,Male,10,307425,Qatar
2020,Intentional self-harm,3,QAT,Male,0,17118,Qatar
2020,Intentional self-harm,30-34,QAT,Male,14,370681,Qatar
2020,Intentional self-harm,35-39,QAT,Male,11,329384,Qatar
2020,Intentional self-harm,4,QAT,Male,0,16971,Qatar
2020,Intentional self-harm,40-44,QAT,Male,8,231443,Qatar
2020,Intentional self-harm,45-49,QAT,Male,10,152308,Qatar
2020,Intentional self-harm,9-May,QAT,Male,0,80322,Qatar
2020,Intentional self-harm,50-54,QAT,Male,6,96266,Qatar
2020,Intentional self-harm,55-59,QAT,Male,1,53504,Qatar
2020,Intentional self-harm,60-64,QAT,Male,0,28453,Qatar
2020,Intentional self-harm,65-69,QAT,Male,1,11765,Qatar
2020,Intentional self-harm,70-74,QAT,Male,0,4963,Qatar
2020,Intentional self-harm,75+,QAT,Male,1,4361,Qatar
2020,Intentional self-harm,All,QAT,Male,72,2025899,Qatar
2020,Intentional self-harm,Unknown,QAT,Male,0,0,Qatar
2021,Intentional self-harm,0,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,4-Jan,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,14-Oct,QAT,Female,1,NA,Qatar
2021,Intentional self-harm,15-19,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,20-24,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,25-29,QAT,Female,1,NA,Qatar
2021,Intentional self-harm,30-34,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,35-39,QAT,Female,3,NA,Qatar
2021,Intentional self-harm,40-44,QAT,Female,1,NA,Qatar
2021,Intentional self-harm,45-49,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,9-May,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,50-54,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,55-59,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,60-64,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,65-69,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,70-74,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,75+,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,All,QAT,Female,6,NA,Qatar
2021,Intentional self-harm,Unknown,QAT,Female,0,NA,Qatar
2021,Intentional self-harm,0,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,4-Jan,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,14-Oct,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,15-19,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,20-24,QAT,Male,12,NA,Qatar
2021,Intentional self-harm,25-29,QAT,Male,13,NA,Qatar
2021,Intentional self-harm,30-34,QAT,Male,14,NA,Qatar
2021,Intentional self-harm,35-39,QAT,Male,10,NA,Qatar
2021,Intentional self-harm,40-44,QAT,Male,5,NA,Qatar
2021,Intentional self-harm,45-49,QAT,Male,6,NA,Qatar
2021,Intentional self-harm,9-May,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,50-54,QAT,Male,2,NA,Qatar
2021,Intentional self-harm,55-59,QAT,Male,1,NA,Qatar
2021,Intentional self-harm,60-64,QAT,Male,1,NA,Qatar
2021,Intentional self-harm,65-69,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,70-74,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,75+,QAT,Male,0,NA,Qatar
2021,Intentional self-harm,All,QAT,Male,64,NA,Qatar
2021,Intentional self-harm,Unknown,QAT,Male,0,NA,Qatar
2017,Intentional self-harm,0,KOR,Female,0,179881,Republic of Korea
2017,Intentional self-harm,1,KOR,Female,0,207571,Republic of Korea
2017,Intentional self-harm,14-Oct,KOR,Female,13,1130276,Republic of Korea
2017,Intentional self-harm,15-19,KOR,Female,78,1451429,Republic of Korea
2017,Intentional self-harm,2,KOR,Female,0,214939.5,Republic of Korea
2017,Intentional self-harm,20-24,KOR,Female,157,1647663,Republic of Korea
2017,Intentional self-harm,25-29,KOR,Female,208,1546919.5,Republic of Korea
2017,Intentional self-harm,3,KOR,Female,0,214531,Republic of Korea
2017,Intentional self-harm,30-34,KOR,Female,271,1648854,Republic of Korea
2017,Intentional self-harm,35-39,KOR,Female,315,1961526,Republic of Korea
2017,Intentional self-harm,4,KOR,Female,0,226436.5,Republic of Korea
2017,Intentional self-harm,40-44,KOR,Female,341,2022653,Republic of Korea
2017,Intentional self-harm,45-49,KOR,Female,375,2241023.5,Republic of Korea
2017,Intentional self-harm,9-May,KOR,Female,0,1144483.5,Republic of Korea
2017,Intentional self-harm,50-54,KOR,Female,312,2017623.5,Republic of Korea
2017,Intentional self-harm,55-59,KOR,Female,254,2114004.5,Republic of Korea
2017,Intentional self-harm,60-64,KOR,Female,210,1614826,Republic of Korea
2017,Intentional self-harm,65-69,KOR,Female,169,1174799,Republic of Korea
2017,Intentional self-harm,70-74,KOR,Female,192,962183.5,Republic of Korea
2017,Intentional self-harm,75-79,KOR,Female,240,883115.5,Republic of Korea
2017,Intentional self-harm,80-84,KOR,Female,202,600375.5,Republic of Korea
2017,Intentional self-harm,85-89,KOR,Female,157,309791.5,Republic of Korea
2017,Intentional self-harm,90-94,KOR,Female,41,109567.5,Republic of Korea
2017,Intentional self-harm,95+,KOR,Female,5,29479,Republic of Korea
2017,Intentional self-harm,All,KOR,Female,3541,25653952,Republic of Korea
2017,Intentional self-harm,Unknown,KOR,Female,1,0,Republic of Korea
2017,Intentional self-harm,0,KOR,Male,0,189829.5,Republic of Korea
2017,Intentional self-harm,1,KOR,Male,0,218134,Republic of Korea
2017,Intentional self-harm,14-Oct,KOR,Male,22,1215944,Republic of Korea
2017,Intentional self-harm,15-19,KOR,Male,141,1582678.5,Republic of Korea
2017,Intentional self-harm,2,KOR,Male,0,226027.5,Republic of Korea
2017,Intentional self-harm,20-24,KOR,Male,310,1851296,Republic of Korea
2017,Intentional self-harm,25-29,KOR,Male,431,1705353,Republic of Korea
2017,Intentional self-harm,3,KOR,Male,0,225426,Republic of Korea
2017,Intentional self-harm,30-34,KOR,Male,518,1740691.5,Republic of Korea
2017,Intentional self-harm,35-39,KOR,Male,708,2037572.5,Republic of Korea
2017,Intentional self-harm,4,KOR,Male,0,238355.5,Republic of Korea
2017,Intentional self-harm,40-44,KOR,Male,732,2082042,Republic of Korea
2017,Intentional self-harm,45-49,KOR,Male,960,2294774.5,Republic of Korea
2017,Intentional self-harm,9-May,KOR,Male,1,1212386,Republic of Korea
2017,Intentional self-harm,50-54,KOR,Male,961,2088050.5,Republic of Korea
2017,Intentional self-harm,55-59,KOR,Male,1041,2110123,Republic of Korea
2017,Intentional self-harm,60-64,KOR,Male,730,1561178.5,Republic of Korea
2017,Intentional self-harm,65-69,KOR,Male,532,1087298,Republic of Korea
2017,Intentional self-harm,70-74,KOR,Male,543,803598.5,Republic of Korea
2017,Intentional self-harm,75-79,KOR,Male,623,623318,Republic of Korea
2017,Intentional self-harm,80-84,KOR,Male,436,328109,Republic of Korea
2017,Intentional self-harm,85-89,KOR,Male,169,116596.5,Republic of Korea
2017,Intentional self-harm,90-94,KOR,Male,48,31290.5,Republic of Korea
2017,Intentional self-harm,95+,KOR,Male,15,6679,Republic of Korea
2017,Intentional self-harm,All,KOR,Male,8922,25576752,Republic of Korea
2017,Intentional self-harm,Unknown,KOR,Male,1,0,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,0,KOR,Female,0,179881,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,1,KOR,Female,0,207571,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,14-Oct,KOR,Female,0,1130276,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,15-19,KOR,Female,0,1451429,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,2,KOR,Female,0,214939.5,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,20-24,KOR,Female,0,1647663,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,25-29,KOR,Female,1,1546919.5,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,3,KOR,Female,0,214531,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,30-34,KOR,Female,3,1648854,Republic of Korea
2017,Mental and behavioural disorders due to psychoactive substance use,35-39,KOR,Female,11,1961526,Republic of Korea
